顾客编号,销售金额,销售日期
51,908.1000000000003,2015-01-012015-01-012015-01-012015-01-012015-01-012015-01-012015-01-012015-01-042015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-072015-01-072015-01-072015-01-072015-01-072015-01-072015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-102015-01-102015-01-102015-01-102015-01-102015-01-102015-01-102015-01-102015-01-102015-01-122015-01-122015-01-122015-01-122015-01-122015-01-122015-01-122015-01-122015-01-122015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-162015-01-162015-01-162015-01-162015-01-172015-01-172015-01-172015-01-172015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-192015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-202015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-02-032015-02-032015-02-032015-02-032015-02-032015-02-052015-02-052015-02-052015-02-052015-02-052015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-272015-02-272015-02-272015-02-272015-02-272015-03-112015-03-112015-03-122015-03-122015-03-122015-03-122015-03-132015-03-132015-03-132015-03-132015-03-132015-03-132015-03-242015-03-242015-03-242015-03-242015-03-302015-03-302015-03-302015-04-052015-04-082015-04-082015-04-082015-04-102015-04-102015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-152015-04-152015-04-152015-04-182015-04-182015-04-182015-04-182015-04-182015-04-202015-04-202015-04-202015-04-202015-04-222015-04-222015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-272015-04-272015-04-272015-04-292015-04-29
52,3589.150000000004,2015-01-012015-01-012015-01-012015-01-012015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-082015-01-082015-01-082015-01-122015-01-122015-01-142015-01-142015-01-142015-01-182015-01-182015-01-182015-01-182015-01-202015-01-202015-01-202015-01-202015-01-202015-01-262015-01-262015-01-262015-01-262015-01-262015-01-282015-01-282015-01-282015-01-282015-02-032015-02-032015-02-032015-02-052015-02-052015-02-052015-02-062015-02-062015-02-062015-02-062015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-082015-02-082015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-122015-02-132015-02-132015-02-132015-02-132015-02-132015-02-132015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-152015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-212015-02-212015-02-212015-02-232015-02-232015-02-232015-02-232015-02-232015-02-252015-02-252015-02-252015-02-252015-02-252015-02-272015-02-272015-02-272015-02-272015-02-272015-02-282015-02-282015-02-282015-02-282015-02-282015-02-282015-03-022015-03-022015-03-022015-03-022015-03-022015-03-022015-03-042015-03-042015-03-042015-03-042015-03-042015-03-052015-03-052015-03-052015-03-052015-03-052015-03-072015-03-072015-03-072015-03-072015-03-072015-03-092015-03-092015-03-092015-03-092015-03-092015-03-092015-03-112015-03-112015-03-112015-03-112015-03-132015-03-132015-03-132015-03-132015-03-132015-03-152015-03-152015-03-152015-03-152015-03-192015-03-192015-03-212015-03-212015-03-212015-03-222015-03-222015-03-222015-03-242015-03-242015-03-252015-04-022015-04-022015-04-022015-04-042015-04-042015-04-042015-04-042015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-062015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-132015-04-132015-04-132015-04-182015-04-182015-04-182015-04-182015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-202015-04-202015-04-202015-04-202015-04-202015-04-202015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-292015-04-292015-04-292015-04-29
53,35.44,2015-01-012015-01-01
54,54.29,2015-01-012015-01-012015-01-01
55,267.71999999999997,2015-01-012015-01-012015-01-012015-01-212015-01-212015-01-212015-01-212015-01-212015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-04-232015-04-232015-04-232015-04-232015-04-242015-04-242015-04-242015-04-242015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-25
56,362.1500000000001,2015-01-012015-01-012015-01-012015-01-012015-01-022015-01-042015-01-062015-01-142015-01-142015-01-182015-01-182015-01-182015-01-182015-02-102015-02-172015-03-232015-03-232015-03-232015-03-232015-03-252015-03-252015-03-252015-03-292015-03-292015-03-292015-04-032015-04-05
57,196.3,2015-01-012015-01-012015-01-012015-01-012015-01-012015-01-012015-02-032015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-112015-02-182015-02-182015-02-182015-02-182015-03-022015-03-022015-03-022015-04-282015-04-282015-04-282015-04-282015-04-28
58,245.82999999999998,2015-01-012015-01-012015-01-012015-01-012015-01-012015-01-172015-01-172015-01-172015-01-172015-01-302015-01-302015-01-302015-01-302015-01-302015-04-082015-04-082015-04-082015-04-082015-04-142015-04-142015-04-142015-04-142015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-23
59,13.84,2015-01-012015-01-142015-01-142015-01-14
60,174.44,2015-01-012015-01-012015-01-012015-01-012015-01-282015-01-282015-01-282015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-082015-04-142015-04-142015-04-142015-04-142015-04-142015-04-142015-04-172015-04-17
61,629.82,2015-01-012015-01-032015-01-032015-01-032015-01-032015-01-052015-01-052015-01-052015-01-052015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-262015-01-262015-01-262015-02-022015-02-022015-02-022015-02-022015-02-022015-02-172015-02-172015-02-172015-02-172015-02-172015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-212015-02-212015-02-212015-02-212015-02-272015-02-272015-02-272015-02-272015-02-272015-02-272015-02-272015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-142015-03-142015-03-142015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-262015-03-262015-03-262015-03-262015-04-152015-04-152015-04-152015-04-152015-04-152015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-222015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-30
62,396.77,2015-01-012015-01-122015-01-122015-01-122015-01-142015-01-142015-01-142015-01-142015-01-142015-01-142015-01-142015-01-162015-01-162015-01-162015-01-192015-01-192015-01-282015-04-072015-04-072015-04-072015-04-082015-04-082015-04-082015-04-082015-04-082015-04-232015-04-232015-04-232015-04-292015-04-292015-04-29
63,35.07,2015-01-012015-01-022015-01-022015-01-022015-01-022015-01-022015-01-02
64,454.38999999999993,2015-01-022015-01-022015-01-022015-01-042015-01-042015-01-042015-01-042015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-172015-01-172015-01-172015-01-172015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-02-032015-02-032015-02-032015-02-092015-02-092015-02-092015-02-092015-02-092015-02-102015-02-102015-02-102015-02-102015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-15
65,55.25,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-03-072015-03-072015-03-07
66,141.38,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-02
67,134.3,2015-01-022015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-242015-04-242015-04-242015-04-242015-04-24
68,611.0299999999997,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-112015-04-112015-04-112015-04-112015-04-282015-04-282015-04-282015-04-282015-04-282015-04-282015-04-282015-04-292015-04-29
69,88.3,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-02
70,309.23,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-132015-01-132015-01-132015-01-132015-01-152015-01-272015-01-272015-01-282015-01-282015-01-282015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-162015-02-162015-02-272015-03-092015-03-092015-03-092015-03-092015-03-122015-03-122015-03-122015-03-122015-03-122015-03-252015-03-252015-04-022015-04-02
71,184.45999999999992,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-312015-01-312015-01-312015-01-312015-01-312015-02-052015-02-052015-02-052015-02-052015-02-05
72,935.53,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-242015-01-242015-01-242015-01-242015-01-242015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-02-10
73,1097.3900000000003,2015-01-022015-01-022015-01-022015-01-042015-01-042015-01-042015-01-042015-01-042015-01-042015-01-042015-01-042015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-122015-01-122015-01-122015-01-122015-01-152015-01-152015-01-152015-01-152015-01-152015-01-152015-01-222015-01-222015-01-222015-01-222015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-262015-03-262015-03-262015-03-262015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-012015-04-172015-04-172015-04-172015-04-172015-04-172015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-202015-04-202015-04-202015-04-202015-04-202015-04-202015-04-262015-04-262015-04-262015-04-26
74,1660.3700000000006,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-082015-01-082015-01-082015-01-102015-01-102015-01-102015-01-102015-01-102015-01-102015-01-112015-01-112015-01-112015-01-112015-01-112015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-02-052015-02-052015-02-052015-02-052015-02-052015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-02-122015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-04-042015-04-212015-04-212015-04-212015-04-212015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-30
75,572.76,2015-01-022015-01-022015-01-022015-01-052015-01-052015-01-052015-01-072015-01-072015-01-072015-01-072015-01-152015-01-152015-01-152015-01-152015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-242015-01-242015-01-242015-01-242015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-03-012015-03-012015-03-012015-03-012015-03-012015-03-012015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-102015-03-102015-03-102015-03-102015-03-102015-03-102015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-04-072015-04-072015-04-072015-04-072015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-262015-04-282015-04-282015-04-282015-04-282015-04-28
76,353.62999999999994,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-052015-01-052015-01-052015-01-052015-01-072015-01-072015-01-072015-01-112015-01-112015-01-132015-01-132015-01-132015-01-132015-01-132015-01-182015-01-182015-01-182015-01-182015-01-182015-01-212015-01-212015-01-212015-01-212015-01-212015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-212015-04-262015-04-26
77,113.30000000000001,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-03-192015-03-192015-03-19
78,923.0999999999998,2015-01-022015-01-022015-01-092015-01-092015-01-092015-01-092015-01-092015-01-102015-01-102015-01-192015-01-192015-01-202015-01-202015-01-202015-01-202015-02-072015-02-072015-02-082015-02-082015-02-082015-02-082015-02-082015-02-082015-02-082015-02-082015-02-092015-02-092015-02-092015-02-092015-02-092015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-202015-02-202015-02-202015-02-202015-02-202015-02-232015-02-232015-02-232015-02-232015-02-232015-02-232015-02-232015-03-102015-03-102015-03-102015-03-162015-03-162015-03-162015-03-162015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-04
79,26.89,2015-01-022015-01-042015-01-042015-01-042015-01-042015-01-05
80,199.4,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-02
81,996.4699999999995,2015-01-022015-01-042015-01-042015-01-042015-01-042015-01-042015-01-102015-01-102015-01-132015-01-132015-01-142015-01-162015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-232015-01-242015-01-262015-01-262015-01-262015-01-272015-01-272015-01-272015-01-282015-01-302015-01-302015-01-302015-01-302015-02-012015-02-012015-02-012015-02-062015-02-092015-02-092015-02-092015-02-092015-02-112015-02-112015-02-112015-02-112015-02-122015-02-122015-02-122015-02-122015-02-132015-02-132015-02-152015-02-152015-02-152015-02-152015-02-162015-02-162015-02-162015-02-182015-02-182015-02-182015-02-182015-02-182015-02-182015-02-252015-02-252015-02-252015-02-252015-02-262015-02-262015-02-262015-02-262015-02-272015-02-272015-02-272015-02-282015-02-282015-02-282015-02-282015-03-032015-03-032015-03-032015-03-032015-03-032015-03-042015-03-072015-03-072015-03-102015-03-102015-03-132015-03-182015-03-182015-03-252015-03-252015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-272015-03-272015-03-282015-03-292015-03-292015-04-042015-04-042015-04-052015-04-052015-04-052015-04-072015-04-072015-04-072015-04-102015-04-102015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-142015-04-142015-04-222015-04-222015-04-222015-04-232015-04-292015-04-292015-04-30
82,99.34,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-04-042015-04-042015-04-04
83,89.85,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-09
84,1458.6299999999999,2015-01-022015-01-022015-01-022015-01-022015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-072015-01-072015-01-072015-01-072015-01-072015-01-072015-01-072015-01-072015-01-072015-01-072015-01-072015-01-072015-01-082015-01-082015-01-082015-01-142015-01-142015-01-142015-01-142015-01-142015-01-142015-01-292015-01-292015-01-292015-01-292015-01-292015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-03-042015-03-042015-03-042015-03-072015-03-072015-03-072015-03-112015-03-112015-03-112015-03-112015-04-052015-04-052015-04-052015-04-052015-04-052015-04-132015-04-132015-04-132015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-222015-04-222015-04-222015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-292015-04-292015-04-292015-04-292015-04-292015-04-29
85,108.29,2015-01-022015-01-022015-01-022015-03-072015-03-202015-03-202015-03-202015-03-20
86,265.76000000000005,2015-01-022015-01-022015-01-022015-01-222015-01-222015-01-292015-01-292015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-19
87,899.2599999999993,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-032015-01-032015-01-032015-01-032015-01-032015-01-042015-01-082015-01-092015-01-092015-01-092015-01-092015-01-152015-01-152015-01-232015-01-232015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-01-262015-02-182015-02-182015-02-182015-02-182015-02-222015-02-222015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-162015-03-162015-03-162015-03-162015-03-162015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-142015-04-142015-04-142015-04-142015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-202015-04-202015-04-252015-04-252015-04-252015-04-252015-04-272015-04-27
88,364.6099999999999,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-102015-01-102015-01-102015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-02-082015-02-082015-02-132015-02-132015-02-132015-02-132015-02-202015-02-202015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-142015-03-14
89,26.5,2015-01-022015-01-022015-01-022015-01-022015-01-02
90,524.5199999999999,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-022015-01-262015-01-262015-01-262015-01-262015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-02-102015-02-152015-02-152015-02-152015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-02-212015-04-032015-04-032015-04-032015-04-032015-04-03
91,1148.1699999999996,2015-01-022015-01-022015-01-022015-01-022015-01-022015-01-062015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-172015-01-182015-01-182015-01-192015-01-192015-01-192015-01-192015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-302015-01-302015-01-302015-01-302015-01-302015-01-302015-01-302015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-02-052015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-242015-03-242015-03-282015-03-282015-03-282015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-072015-04-142015-04-142015-04-142015-04-232015-04-232015-04-232015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-242015-04-282015-04-282015-04-282015-04-282015-04-282015-04-282015-04-282015-04-282015-04-282015-04-282015-04-282015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-29
92,1346.5200000000002,2015-01-022015-01-022015-01-022015-01-022015-01-042015-01-042015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-052015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-062015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-092015-01-092015-01-092015-01-092015-01-092015-01-102015-01-102015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-132015-01-132015-01-152015-01-152015-01-152015-01-172015-01-172015-01-172015-01-172015-01-182015-01-182015-01-182015-01-182015-01-192015-01-192015-01-192015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-212015-01-222015-01-242015-01-242015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-01-272015-01-272015-01-292015-01-292015-01-292015-01-302015-01-302015-01-302015-02-022015-02-022015-02-032015-02-032015-02-072015-02-072015-02-072015-02-072015-02-072015-02-072015-02-232015-02-232015-02-232015-02-242015-02-242015-02-242015-02-242015-02-242015-02-252015-02-252015-02-252015-02-252015-02-252015-02-252015-02-262015-02-262015-02-262015-02-262015-04-182015-04-182015-04-182015-04-192015-04-192015-04-192015-04-192015-04-212015-04-212015-04-212015-04-212015-04-222015-04-222015-04-222015-04-222015-04-23
