顾客编号,大类编码,中类编码,小类编码,销售日期,商品编码,规格型号,商品类型,销售数量,销售金额,商品单价,是否促销
2189,30,3016,301603,2015-04-08,DW-3016030107,83g*12卷,一般商品,1.0,11.5,15.9,是
1469,10,1004,100404,2015-04-08,DW-1004040019,散称,生鲜,0.434,8.51,19.6,否
102,21,2106,210699,2015-04-08,DW-2106990040,1.05kg,一般商品,1.0,38.0,56.0,是
796,12,1201,120105,2015-04-08,DW-1201050311,散称,生鲜,0.222,1.11,5.0,否
796,12,1202,120201,2015-04-08,DW-1202018267,块,生鲜,2.0,3.0,1.5,否
2314,12,1201,120104,2015-04-08,DW-1201040031,散称,生鲜,0.469,1.48,3.16,否
258,20,2001,200105,2015-04-08,DW-2001050012,25g,一般商品,1.0,0.5,0.5,否
258,22,2209,220902,2015-04-08,DW-2209020072,23.5g,一般商品,1.0,4.5,4.5,否
752,20,2005,200599,2015-04-08,DW-2005990031,散称,一般商品,0.382,2.28,10.8,是
395,12,1202,120204,2015-04-08,DW-1202048078,散称,生鲜,0.19,0.95,5.0,否
395,15,1505,150501,2015-04-08,DW-1505010115,330ml,一般商品,1.0,3.9,6.0,是
1465,12,1201,120104,2015-04-08,DW-1201040049,散称,生鲜,0.7490000000000001,4.34,5.8,否
979,12,1203,120313,2015-04-08,DW-1203130353,散称,生鲜,1.3319999999999999,15.96,11.98,否
2308,22,2206,220607,2015-04-08,DW-2206070255,25g,一般商品,1.0,1.3,1.3,否
506,23,2309,230901,2015-04-08,DW-2309010146,320ml,一般商品,48.0,48.0,2.0,是
58,12,1202,120204,2015-04-08,DW-1202048078,散称,生鲜,0.226,1.13,5.0,否
348,22,2202,220205,2015-04-08,DW-2202050141,散称,一般商品,0.638,6.23,17.8,是
1774,12,1201,120105,2015-04-08,DW-1201050255,散称,生鲜,0.506,4.86,9.6,否
1898,23,2309,230901,2015-04-08,DW-2309010146,320ml,一般商品,24.0,24.0,2.0,是
51,22,2206,220608,2015-04-08,DW-2206080052,78g,一般商品,1.0,12.5,12.5,否
229,10,1001,100101,2015-04-08,DW-1001010205,散称,生鲜,0.534,10.57,19.8,否
454,22,2207,220710,2015-04-08,DW-2207100006,10g,一般商品,2.0,1.0,0.5,否
2325,15,1518,151802,2015-04-08,DW-1518020050,240ml,一般商品,12.0,49.0,5.0,是
62,20,2012,201299,2015-04-08,DW-2012990015,680g,一般商品,1.0,7.6,7.6,否
212,12,1201,120104,2015-04-08,DW-1201040035,散称,生鲜,0.53,5.09,9.6,否
673,12,1201,120104,2015-04-08,DW-1201040010,散称,生鲜,1.1909999999999998,3.07,2.58,否
1117,12,1201,120104,2015-04-08,DW-1201040004,散称,生鲜,0.47600000000000003,2.76,5.8,否
1117,12,1201,120106,2015-04-08,DW-1201060015,散称,生鲜,0.19399999999999998,18.8,96.9,否
1465,12,1201,120102,2015-04-08,DW-1201020045,散称,生鲜,0.546,4.15,7.6,否
1465,12,1203,120309,2015-04-08,DW-1203090210,散称,生鲜,0.526,9.26,17.6,否
979,12,1202,120201,2015-04-08,DW-1202018269,块,生鲜,2.0,4.0,2.0,否
1334,31,3120,312001,2015-04-08,DW-3120010112,JY3074,一般商品,1.0,10.0,10.0,否
1561,22,2201,220111,2015-04-08,DW-2201110055,49g,一般商品,1.0,4.3,4.3,否
2308,22,2206,220605,2015-04-08,DW-2206050106,14g,一般商品,2.0,2.0,1.0,否
348,12,1203,120303,2015-04-08,DW-1203030177,散称,生鲜,3.1860000000000004,10.13,3.18,否
547,20,2009,200902,2015-04-08,DW-2009020014,320g,一般商品,1.0,2.5,2.5,否
380,20,2009,200902,2015-04-08,DW-2009020015,400g,一般商品,1.0,2.8,2.8,否
2003,22,2202,220299,2015-04-08,DW-2202990030,125g,一般商品,1.0,5.9,5.9,否
2003,30,3016,301608,2015-04-08,DW-3016080218,200抽*6,一般商品,1.0,13.9,19.9,是
1247,23,2301,230103,2015-04-08,DW-2301030062,300ml,一般商品,1.0,2.0,2.0,否
796,15,1521,152101,2015-04-08,DW-1521010005,散称,一般商品,0.75,5.09,6.78,否
133,20,2006,200608,2015-04-08,DW-2006080036,散称,一般商品,1.02,4.67,4.58,否
102,15,1505,150505,2015-04-08,DW-1505050014,450g,一般商品,1.0,6.8,8.3,是
102,23,2303,230399,2015-04-08,DW-2303990005,1L,一般商品,1.0,9.9,9.9,否
60,22,2202,220208,2015-04-08,DW-2202080035,散称,一般商品,0.18600000000000003,5.91,51.6,是
761,20,2007,200706,2015-04-08,DW-2007060077,700g,一般商品,1.0,9.9,23.3,是
385,12,1203,120313,2015-04-08,DW-1203130353,散称,生鲜,1.056,12.65,11.98,否
1226,12,1203,120309,2015-04-08,DW-1203090210,散称,生鲜,1.3659999999999999,13.6,17.6,否
1117,12,1201,120105,2015-04-08,DW-1201050255,散称,生鲜,0.262,2.52,9.6,否
210,12,1201,120102,2015-04-08,DW-1201020034,散称,生鲜,0.40299999999999997,12.09,30.0,否
2323,30,3016,301602,2015-04-08,DW-3016020035,300g,一般商品,1.0,6.9,6.9,否
2020,12,1201,120101,2015-04-08,DW-1201010004,散称,生鲜,0.45,2.52,5.6,否
1170,22,2203,220399,2015-04-08,DW-2203990073,105g,一般商品,1.0,4.3,4.3,否
60,20,2014,201404,2015-04-08,DW-2014040177,70g,一般商品,1.0,2.7,2.7,否
764,23,2317,231702,2015-04-08,DW-2317020082,490ml,联营商品,1.0,7.8,7.8,否
732,22,2206,220606,2015-04-08,DW-2206060058,30g,一般商品,1.0,5.9,5.9,否
547,15,1521,152101,2015-04-08,DW-1521010005,散称,一般商品,4.662,31.61,6.78,否
752,12,1202,120205,2015-04-08,DW-1202058057, ,生鲜,0.152,2.43,16.0,否
1757,20,2013,201302,2015-04-08,DW-2013020076,175g,一般商品,1.0,7.7,7.7,否
1812,30,3016,301603,2015-04-08,DW-3016030007,10卷,一般商品,1.0,11.9,14.5,是
354,12,1201,120101,2015-04-08,DW-1201010005,散称,生鲜,0.5529999999999999,3.21,5.8,否
404,30,3016,301608,2015-04-08,DW-3016080114,200抽*3,一般商品,1.0,6.9,9.7,是
250,12,1202,120204,2015-04-08,DW-1202048046,散称,生鲜,0.272,2.87,9.96,否
2323,30,3016,301602,2015-04-08,DW-3016020007,400张,一般商品,1.0,4.2,5.9,是
404,12,1203,120309,2015-04-08,DW-1203090210,散称,生鲜,0.774,13.62,17.6,否
1512,12,1201,120104,2015-04-08,DW-1201040035,散称,生鲜,0.24,2.3,9.6,否
2324,12,1203,120313,2015-04-08,DW-1203130332,散称,生鲜,1.08,6.44,5.96,否
1927,10,1001,100101,2015-04-08,DW-1001010204,散称,生鲜,1.074,27.71,25.8,否
1927,12,1201,120104,2015-04-08,DW-1201040035,散称,生鲜,0.514,4.93,9.6,否
250,12,1203,120303,2015-04-08,DW-1203030155,散称,生鲜,1.666,19.96,11.98,否
1133,15,1521,152101,2015-04-08,DW-1521010005,散称,一般商品,0.7659999999999999,5.19,6.78,否
1334,22,2210,221003,2015-04-08,DW-2210030003,200g,一般商品,1.0,3.3,4.2,是
2312,12,1203,120305,2015-04-08,DW-1203050122,散称,生鲜,0.5539999999999999,3.32,6.0,否
796,30,3016,301606,2015-04-08,DW-3016060134,10包,一般商品,1.0,8.9,8.9,否
167,15,1505,150502,2015-04-08,DW-1505020002,100g*6,一般商品,1.0,11.9,14.9,是
755,30,3013,301303,2015-04-08,DW-3013030161,双效波浪,一般商品,1.0,2.9,2.9,否
1839,30,3013,301303,2015-04-08,DW-3013030396,1016,一般商品,1.0,10.9,15.7,是
732,12,1201,120102,2015-04-08,DW-1201020722,散称,生鲜,0.506,10.12,20.0,否
2320,12,1201,120104,2015-04-08,DW-1201040010,散称,生鲜,0.82,2.12,2.58,否
2320,22,2203,220302,2015-04-08,DW-2203020238,70g,一般商品,1.0,4.3,4.3,否
2255,20,2013,201307,2015-04-08,DW-2013070013,185g,一般商品,1.0,7.7,7.7,否
2255,30,3006,300602,2015-04-08,DW-3006020034,3kg,一般商品,1.0,39.9,51.9,是
454,22,2202,220205,2015-04-08,DW-2202050139,散称,一般商品,0.32,4.4,19.6,是
454,30,3008,300801,2015-04-08,DW-3008010971,200ml,一般商品,1.0,24.9,24.9,否
1247,34,3415,341504,2015-04-08,DW-3415040066,50*25,一般商品,1.0,12.0,12.0,否
617,12,1201,120102,2015-04-08,DW-1201020034,散称,生鲜,0.508,15.24,30.0,否
842,12,1201,120106,2015-04-08,DW-1201060014,散称,生鲜,1.0,30.0,30.0,否
506,12,1201,120104,2015-04-08,DW-1201040052,散称,生鲜,0.342,5.47,16.0,否
755,22,2203,220302,2015-04-08,DW-2203020188,104g,一般商品,1.0,7.5,7.5,否
755,22,2206,220603,2015-04-08,DW-2206030140,80g,一般商品,1.0,4.5,5.5,是
755,23,2303,230301,2015-04-08,DW-2303010050,420ml,一般商品,1.0,3.3,3.3,否
732,15,1501,150104,2015-04-08,DW-1501040010,200g,一般商品,1.0,16.9,16.9,否
2320,22,2201,220109,2015-04-08,DW-2201090095,60g,一般商品,1.0,1.0,1.0,否
2321,12,1201,120104,2015-04-08,DW-1201040035,散称,生鲜,0.52,2.06,9.6,否
1465,12,1201,120104,2015-04-08,DW-1201040035,散称,生鲜,0.228,2.19,9.6,否
721,30,3016,301608,2015-04-08,DW-3016080114,200抽*3,一般商品,2.0,13.8,9.7,是
250,12,1201,120104,2015-04-08,DW-1201040035,散称,生鲜,0.354,3.4,9.6,否
212,12,1201,120102,2015-04-08,DW-1201020034,散称,生鲜,1.3319999999999999,39.96,30.0,否
673,21,2105,210502,2015-04-08,DW-2105020097,570g,一般商品,1.0,16.3,16.3,否
380,20,2006,200603,2015-04-08,DW-2006030215,2.5kg,一般商品,1.0,17.9,22.9,是
381,10,1004,100404,2015-04-08,DW-1004040019,散称,生鲜,0.47,9.21,19.6,否
644,22,2201,220102,2015-04-08,DW-2201020028,130g,一般商品,1.0,5.3,5.3,否
644,22,2203,220301,2015-04-08,DW-2203010015,52g,一般商品,1.0,3.8,3.8,否
796,20,2013,201302,2015-04-08,DW-2013020014,238g,一般商品,1.0,9.5,9.5,否
167,15,1505,150501,2015-04-08,DW-1505010015,200g,一般商品,1.0,4.5,4.5,否
755,22,2208,220801,2015-04-08,DW-2208010065,56g,一般商品,1.0,9.3,10.9,是
60,12,1202,120205,2015-04-08,DW-1202058057, ,生鲜,0.132,2.11,16.0,否
60,15,1505,150502,2015-04-08,DW-1505020002,100g*6,一般商品,1.0,11.9,14.9,是
732,12,1203,120313,2015-04-08,DW-1203130452,散称,生鲜,0.37200000000000005,5.58,15.0,否
2320,22,2201,220108,2015-04-08,DW-2201080050,50g,一般商品,3.0,4.5,1.5,否
1818,12,1201,120102,2015-04-08,DW-1201020722,散称,生鲜,0.37799999999999995,7.56,20.0,否
2328,20,2008,200805,2015-04-10,DW-2008050022,38g,一般商品,1.0,12.9,12.9,否
956,12,1201,120102,2015-04-10,DW-1201020044,散称,生鲜,0.5589999999999999,2.21,3.96,否
139,20,2014,201404,2015-04-10,DW-2014040036,200g,一般商品,1.0,3.3,3.3,否
93,12,1203,120302,2015-04-10,DW-1203020162,散称,生鲜,1.248,9.96,7.98,否
748,22,2204,220405,2015-04-10,DW-2204050036,300g,一般商品,1.0,10.9,10.9,否
730,22,2201,220102,2015-04-10,DW-2201020167,104g,一般商品,1.0,6.9,6.9,否
730,22,2202,220202,2015-04-10,DW-2202020050,20g*8枚,一般商品,1.0,10.7,10.7,否
144,12,1203,120305,2015-04-10,DW-1203050052,散称,生鲜,1.476,17.65,11.96,否
787,15,1518,151813,2015-04-10,DW-1518130016,205g,一般商品,12.0,49.0,5.5,是
843,15,1505,150504,2015-04-10,DW-1505040001,100g*8,一般商品,1.0,8.9,12.9,是
250,12,1201,120104,2015-04-10,DW-1201040042,散称,生鲜,0.256,2.0,7.8,否
1133,30,3013,301301,2015-04-10,DW-3013010690,100g,一般商品,1.0,19.9,19.9,否
533,22,2207,220799,2015-04-10,DW-2207990017,40g,一般商品,1.0,3.5,3.5,否
24,12,1201,120103,2015-04-10,DW-1201030018,散称,生鲜,0.452,0.67,1.48,否
81,20,2007,200706,2015-04-10,DW-2007060085,500g,一般商品,1.0,43.9,44.9,否
849,22,2204,220402,2015-04-10,DW-2204020063,660g,一般商品,1.0,24.9,24.9,否
675,22,2204,220405,2015-04-10,DW-2204050026,350g,一般商品,1.0,3.5,5.5,是
1950,22,2202,220202,2015-04-10,DW-2202020152,100g,一般商品,1.0,6.9,6.9,否
331,15,1505,150501,2015-04-10,DW-1505010116,90g*（12+4),一般商品,1.0,15.9,21.9,是
2329,22,2202,220205,2015-04-10,DW-2202050139,散称,一般商品,0.32799999999999996,4.52,19.6,是
2330,15,1505,150501,2015-04-10,DW-1505010115,330ml,一般商品,1.0,3.9,6.0,是
2331,15,1501,150105,2015-04-10,DW-1501050061,200g,一般商品,1.0,13.9,13.9,否
1559,12,1201,120102,2015-04-10,DW-1201020018,散称,生鲜,0.5479999999999999,3.05,5.56,否
1559,12,1201,120104,2015-04-10,DW-1201040038,散称,生鲜,0.536,6.43,12.0,否
1559,12,1201,120105,2015-04-10,DW-1201050004,散称,生鲜,0.33799999999999997,2.02,5.98,否
210,12,1201,120104,2015-04-10,DW-1201040042,散称,生鲜,0.45399999999999996,3.54,7.8,否
843,12,1201,120104,2015-04-10,DW-1201040026,散称,生鲜,1.317,2.61,1.98,否
843,12,1201,120105,2015-04-10,DW-1201050011,散称,生鲜,0.45,2.95,6.56,否
3,12,1203,120306,2015-04-10,DW-1203060094,散称,生鲜,0.552,5.5,9.96,否
144,20,2013,201303,2015-04-10,DW-2013030090,150g,一般商品,1.0,9.5,9.5,否
144,31,3110,311008,2015-04-10,DW-3110080056,KZ1017,一般商品,1.0,13.0,13.0,否
2332,12,1201,120107,2015-04-10,DW-1201070001,散称,生鲜,0.7659999999999999,3.83,5.0,否
2333,20,2009,200903,2015-04-10,DW-2009030002,散称,一般商品,1.0,6.8,6.8,否
1292,12,1203,120307,2015-04-10,DW-1203070022,散称,生鲜,1.128,6.72,5.96,否
270,21,2106,210601,2015-04-10,DW-2106010018,580g,一般商品,1.0,26.9,33.9,是
1495,22,2201,220106,2015-04-10,DW-2201060016,200g,一般商品,1.0,3.9,3.9,否
2334,22,2202,220206,2015-04-10,DW-2202060030,130g,一般商品,1.0,7.9,7.9,否
1365,22,2205,220599,2015-04-10,DW-2205990169,散称,一般商品,0.182,4.6,35.8,是
956,10,1001,100101,2015-04-10,DW-1001010194,散称,生鲜,0.192,5.72,29.8,否
2335,12,1201,120101,2015-04-10,DW-1201010019,散称,生鲜,0.612,1.2,1.96,否
675,22,2204,220499,2015-04-10,DW-2204990106,散称,联营商品,0.358,3.5,16.8,是
2336,15,1505,150504,2015-04-10,DW-1505040054,435ml,一般商品,1.0,6.6,6.6,否
139,12,1203,120307,2015-04-10,DW-1203070022,散称,生鲜,1.213,7.23,5.96,否
151,12,1201,120106,2015-04-10,DW-1201060010,散称,生鲜,0.198,1.78,9.0,否
1037,22,2201,220111,2015-04-10,DW-2201110161,38g,一般商品,1.0,4.3,4.3,否
1579,15,1521,152101,2015-04-10,DW-1521010005,散称,一般商品,1.4580000000000002,9.89,6.78,否
2249,12,1203,120301,2015-04-10,DW-1203010290,散称,生鲜,1.112,2.22,2.0,否
2332,12,1201,120104,2015-04-10,DW-1201040035,散称,生鲜,0.244,2.34,9.6,否
956,20,2006,200601,2015-04-10,DW-2006010003,散称,一般商品,2.99,14.21,5.58,是
533,12,1201,120101,2015-04-10,DW-1201010001,散称,生鲜,0.156,0.87,5.56,否
1365,30,3013,301302,2015-04-10,DW-3013020015,40g,一般商品,1.0,6.9,6.9,否
176,22,2205,220513,2015-04-10,DW-2205130007,90g,一般商品,1.0,2.9,2.9,否
627,12,1201,120101,2015-04-10,DW-1201010020, ,生鲜,1.0,6.3,4.98,否
1365,22,2202,220201,2015-04-10,DW-2202010073,55g,一般商品,1.0,5.3,5.3,否
1365,22,2202,220202,2015-04-10,DW-2202020134,20g*10,一般商品,1.0,7.3,7.3,否
1559,23,2311,231102,2015-04-10,DW-2311020338,41.8%480ml*2,一般商品,1.0,88.0,88.0,否
144,12,1201,120102,2015-04-10,DW-1201020032,散称,生鲜,0.526,4.19,7.96,否
2330,15,1505,150506,2015-04-10,DW-1505060014,100g*8,一般商品,1.0,10.9,15.9,是
2330,20,2008,200805,2015-04-10,DW-2008050022,38g,一般商品,1.0,12.9,12.9,否
730,22,2203,220399,2015-04-10,DW-2203990025,40g,一般商品,1.0,3.9,3.9,否
730,22,2206,220605,2015-04-10,DW-2206050019,40g,一般商品,1.0,5.5,6.9,是
1559,10,1004,100402,2015-04-10,DW-1004020001,散称,生鲜,0.706,25.27,35.8,否
2249,10,1001,100103,2015-04-10,DW-1001030041,散称,生鲜,0.54,16.09,29.8,否
2249,12,1203,120307,2015-04-10,DW-1203070022,散称,生鲜,0.638,3.02,5.96,否
144,11,1101,110106,2015-04-10,DW-1101060013,180g,生鲜,1.0,19.5,19.5,否
1950,12,1201,120102,2015-04-10,DW-1201020722,散称,生鲜,0.3,6.0,20.0,否
843,12,1201,120101,2015-04-10,DW-1201010004,散称,生鲜,0.439,2.46,5.6,否
309,20,2010,201004,2015-04-10,DW-2010040009,1.8L,一般商品,1.0,42.9,42.9,否
1133,30,3011,301102,2015-04-10,DW-3011020126,100g,一般商品,1.0,19.9,19.9,否
843,12,1201,120104,2015-04-10,DW-1201040010,散称,生鲜,1.308,3.37,2.58,否
304,22,2202,220206,2015-04-10,DW-2202060010,150g,一般商品,1.0,5.9,6.9,是
24,12,1201,120102,2015-04-10,DW-1201020010,散称,生鲜,0.348,1.32,3.8,否
405,20,2006,200608,2015-04-10,DW-2006080030,散称,一般商品,0.8059999999999999,3.55,4.4,否
431,30,3013,301301,2015-04-10,DW-3013010554,90g,一般商品,1.0,8.9,8.9,否
113,15,1505,150505,2015-04-10,DW-1505050016,450g,一般商品,1.0,6.8,8.3,是
2330,12,1201,120105,2015-04-10,DW-1201050007,散称,生鲜,0.424,6.61,15.6,否
24,12,1201,120102,2015-04-10,DW-1201020721,散称,生鲜,0.55,2.75,5.0,否
304,30,3008,300801,2015-04-10,DW-3008011213,750ml,一般商品,1.0,42.9,58.0,是
916,12,1201,120103,2015-04-10,DW-1201030018,散称,生鲜,0.446,0.66,1.48,否
304,12,1201,120101,2015-04-10,DW-1201010023,散称,生鲜,0.617,1.58,2.56,否
270,12,1201,120103,2015-04-10,DW-1201030002,散称,生鲜,0.141,0.39,2.78,否
288,10,1001,100101,2015-04-10,DW-1001010196,散称,生鲜,0.65,18.07,27.8,否
288,33,3319,331999,2015-04-10,DW-3319990023,505,一般商品,1.0,1.6,1.6,否
176,20,2003,200301,2015-04-10,DW-2003010038,142g,一般商品,1.0,5.5,5.5,否
2330,12,1201,120105,2015-04-10,DW-1201050004,散称,生鲜,0.266,1.59,5.98,否
2330,20,2014,201401,2015-04-10,DW-2014010012,60g,一般商品,3.0,1.5,0.5,否
2330,23,2302,230203,2015-04-10,DW-2302030004,255ml,一般商品,1.0,3.8,5.7,是
2330,15,1501,150104,2015-04-10,DW-1501040001,30g,一般商品,1.0,3.9,3.9,否
2053,12,1201,120104,2015-04-10,DW-1201040026,散称,生鲜,0.8540000000000001,1.69,1.98,否
2053,15,1521,152101,2015-04-10,DW-1521010005,散称,一般商品,0.7979999999999999,5.41,6.78,否
1037,15,1505,150506,2015-04-10,DW-1505060014,100g*8,一般商品,1.0,10.9,15.9,是
139,12,1203,120313,2015-04-10,DW-1203130449,散称,生鲜,0.7440000000000001,17.11,23.0,否
730,22,2203,220302,2015-04-10,DW-2203020188,104g,一般商品,1.0,7.5,7.5,否
730,22,2210,221003,2015-04-10,DW-2210030003,200g,一般商品,1.0,3.3,4.2,是
51,21,2104,210402,2015-04-10,DW-2104020023,80g,一般商品,1.0,2.2,3.0,是
1495,22,2202,220298,2015-04-10,DW-2202980008,90g,一般商品,1.0,12.9,17.9,是
2334,30,3006,300602,2015-04-10,DW-3006020027,2000g,一般商品,1.0,28.9,35.9,是
144,12,1201,120102,2015-04-10,DW-1201020510,散称,生鲜,0.894,7.87,8.8,否
144,15,1515,151501,2015-04-10,DW-1515010067,400g,一般商品,1.0,40.9,40.9,否
2020,12,1201,120102,2015-04-10,DW-1201020017,散称,生鲜,0.987,2.53,2.56,否
2333,15,1505,150503,2015-04-10,DW-1505030024,260g,一般商品,1.0,8.9,8.9,否
843,10,1001,100102,2015-04-10,DW-1001020106,散称,生鲜,0.424,8.4,19.8,否
843,15,1505,150504,2015-04-10,DW-1505040017,100ml*5,一般商品,2.0,17.2,11.5,是
2249,20,2014,201401,2015-04-10,DW-2014010058,80g,一般商品,1.0,2.3,2.3,否
1950,22,2209,220904,2015-04-10,DW-2209040066,84g,一般商品,1.0,13.5,13.5,否
34,30,3016,301609,2015-04-10,DW-3016090108,120片,一般商品,1.0,13.9,17.9,是
2332,23,2311,231102,2015-04-10,DW-2311020405,485ml*2,一般商品,1.0,46.0,46.0,否
144,34,3415,341502,2015-04-10,DW-3415020053,33*33,一般商品,1.0,8.5,8.5,否
1748,15,1505,150504,2015-04-10,DW-1505040040,340ml*2,一般商品,4.0,39.6,9.9,否
397,20,2008,200809,2015-04-10,DW-2008090015,15g,一般商品,1.0,1.3,1.3,否
270,20,2010,201004,2015-04-10,DW-2010040030,1L,一般商品,1.0,9.9,15.9,是
843,15,1521,152101,2015-04-10,DW-1521010005,散称,一般商品,0.83,5.63,6.78,否
250,22,2202,220205,2015-04-10,DW-2202050139,散称,一般商品,0.434,5.98,19.6,是
2330,12,1201,120104,2015-04-10,DW-1201040026,散称,生鲜,0.498,0.99,1.98,否
2330,15,1508,150801,2015-04-10,DW-1508010024,400g,一般商品,1.0,7.9,10.3,是
2330,22,2206,220605,2015-04-10,DW-2206050019,40g,一般商品,1.0,5.5,6.9,是
2330,22,2207,220799,2015-04-10,DW-2207990017,40g,一般商品,1.0,3.5,3.5,否
1133,22,2203,220302,2015-04-10,DW-2203020186,104g,一般商品,1.0,7.5,7.5,否
398,12,1203,120303,2015-04-10,DW-1203030184,散称,生鲜,1.092,4.37,4.0,否
151,10,1001,100103,2015-04-10,DW-1001030041,散称,生鲜,0.332,9.89,29.8,否
2332,13,1302,130201,2015-04-10,DW-1302010085,散称,联营商品,0.408,22.85,56.0,否
796,23,2302,230201,2015-04-10,DW-2302010001,1L,一般商品,1.0,11.9,12.3,是
796,23,2302,230201,2015-04-10,DW-2302010016,200ml,一般商品,1.0,4.0,4.0,否
397,20,2008,200809,2015-04-10,DW-2008090015,15g,一般商品,4.0,5.2,1.3,否
329,13,1308,130801,2015-04-10,DW-1308010191,散称,生鲜,0.7609999999999999,4.57,6.0,否
573,33,3301,330101,2015-04-10,DW-3301010023,945,一般商品,1.0,36.0,36.0,否
2329,13,1302,130201,2015-04-10,DW-1302010082,散称,联营商品,0.364,32.76,90.0,否
1212,12,1201,120101,2015-04-10,DW-1201010021,散称,生鲜,0.304,1.99,6.56,否
2328,20,2014,201401,2015-04-10,DW-2014010077,228g,一般商品,1.0,2.7,2.7,否
675,15,1521,152101,2015-04-10,DW-1521010005,散称,一般商品,1.6059999999999999,10.89,6.78,否
1037,22,2204,220499,2015-04-10,DW-2204990106,散称,联营商品,0.41200000000000003,4.0,16.8,是
2331,22,2208,220801,2015-04-10,DW-2208010050,40粒,一般商品,1.0,9.3,10.9,是
1559,23,2310,231001,2015-04-10,DW-2310010015,12%750ml,一般商品,1.0,23.0,23.0,否
748,22,2204,220405,2015-04-10,DW-2204050027,138g,一般商品,1.0,7.5,7.5,否
730,15,1518,151802,2015-04-10,DW-1518020050,240ml,一般商品,12.0,49.0,5.0,是
2334,22,2202,220205,2015-04-10,DW-2202050126,散称,一般商品,0.484,12.4,39.6,是
250,12,1203,120301,2015-04-10,DW-1203010290,散称,生鲜,0.77,1.54,2.0,否
2335,12,1201,120102,2015-04-10,DW-1201020034,散称,生鲜,1.32,39.6,30.0,否
1133,31,3119,311911,2015-04-10,DW-3119110021,1142,一般商品,1.0,5.0,5.0,否
2328,12,1203,120305,2015-04-10,DW-1203050119,散称,生鲜,0.512,5.12,10.0,否
1365,22,2201,220111,2015-04-10,DW-2201110193,12.8g,一般商品,1.0,6.3,6.3,否
675,22,2202,220208,2015-04-10,DW-2202080035,散称,一般商品,0.282,8.95,51.6,是
787,22,2201,220104,2015-04-10,DW-2201040062,200g,一般商品,1.0,7.9,12.9,是
730,22,2201,220111,2015-04-10,DW-2201110106,48g,一般商品,1.0,6.5,6.5,否
2334,15,1513,151301,2015-04-10,DW-1513010002,360g,一般商品,1.0,7.9,7.9,否
2334,20,2002,200201,2015-04-10,DW-2002010001,121g*5,一般商品,1.0,9.9,11.9,是
1037,22,2205,220515,2015-04-10,DW-2205150010,144g,一般商品,1.0,6.5,8.3,是
1037,22,2206,220608,2015-04-10,DW-2206080063,50g,一般商品,1.0,6.9,9.5,是
2332,10,1001,100101,2015-04-10,DW-1001010195,散称,生鲜,0.46399999999999997,12.9,27.8,否
916,12,1201,120102,2015-04-10,DW-1201020044,散称,生鲜,0.8320000000000001,3.29,3.96,否
1365,22,2201,220111,2015-04-10,DW-2201110039,80g,一般商品,1.0,5.7,5.7,否
1950,22,2205,220599,2015-04-10,DW-2205990169,散称,一般商品,0.218,5.6,35.8,是
139,12,1201,120101,2015-04-10,DW-1201010021,散称,生鲜,0.284,1.86,6.56,否
113,15,1505,150501,2015-04-10,DW-1505010096,350ml,一般商品,1.0,5.5,6.0,是
176,12,1203,120301,2015-04-10,DW-1203010290,散称,生鲜,0.384,0.77,2.0,否
1579,20,2006,200604,2015-04-10,DW-2006040002,1000g,一般商品,1.0,7.9,7.9,否
1579,20,2015,201503,2015-04-10,DW-2015030012,354g,一般商品,1.0,6.9,9.5,是
843,12,1202,120201,2015-04-10,DW-1202018267,块,生鲜,2.0,3.0,1.5,否
34,22,2204,220499,2015-04-10,DW-2204990106,散称,联营商品,0.43200000000000005,4.2,16.8,是
144,12,1201,120101,2015-04-10,DW-1201010006,散称,生鲜,0.07,1.0,12.0,否
144,12,1201,120102,2015-04-10,DW-1201020722,散称,生鲜,0.204,4.08,20.0,否
2328,30,3016,301608,2015-04-10,DW-3016080259,200抽*6,一般商品,1.0,15.9,21.9,是
1133,12,1201,120104,2015-04-10,DW-1201040026,散称,生鲜,0.49,0.97,1.98,否
843,13,1308,130801,2015-04-10,DW-1308010192,个,生鲜,4.0,2.0,0.5,否
398,15,1505,150503,2015-04-10,DW-1505030024,260g,一般商品,1.0,8.9,8.9,否
675,15,1510,151099,2015-04-10,DW-1510990001,500g,一般商品,1.0,10.3,10.3,否
1495,22,2203,220307,2015-04-10,DW-2203070037,110g,一般商品,1.0,8.9,8.9,否
2337,22,2202,220204,2015-04-10,DW-2202040020,42g,一般商品,1.0,1.3,1.3,否
24,12,1201,120102,2015-04-10,DW-1201020026,散称,生鲜,0.48200000000000004,1.23,2.56,否
1037,15,1505,150599,2015-04-10,DW-1505990006,90g,一般商品,1.0,4.9,5.5,是
1037,15,1517,151799,2015-04-10,DW-1517990035,35g*10,一般商品,1.0,9.9,15.3,是
730,22,2210,221004,2015-04-10,DW-2210040019,350ml,一般商品,1.0,3.5,3.5,否
304,34,3407,340701,2015-04-10,DW-3407010753,22-25cm,一般商品,1.0,6.0,6.0,否
796,20,2006,200605,2015-04-10,DW-2006050005,2.5Kg,一般商品,1.0,30.9,30.9,否
151,12,1201,120101,2015-04-10,DW-1201010019,散称,生鲜,0.568,1.11,1.96,否
1748,23,2302,230202,2015-04-10,DW-2302020001,1L,一般商品,1.0,9.9,11.9,是
176,22,2207,220710,2015-04-10,DW-2207100002,10g,一般商品,1.0,0.5,0.5,否
